age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,0
59,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,0
44,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1
54,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,0,0,45,United-States,0
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,0
35,Private,11th,Divorced,Craft-repair,Black,Male,0,0,40,United-States,0
45,Private,Some-college,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,0,0,55,United-States,1
37,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,45,United-States,1
55,?,HS-grad,Married-civ-spouse,?,Asian-Pac-Islander,Female,0,0,40,United-States,0
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,80,United-States,1
35,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,0,0,40,United-States,0
20,?,Some-college,Never-married,?,White,Female,0,0,40,United-States,0
34,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,0
56,Private,Bachelors,Divorced,Other-service,White,Female,0,0,32,United-States,0
25,Private,Bachelors,Divorced,Sales,White,Female,0,0,40,United-States,0
29,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,United-States,0
50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Poland,0
45,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,7298,0,50,United-States,1
48,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,7688,0,70,United-States,1
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,0
23,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,0,0,40,United-States,0
25,Private,HS-grad,Never-married,Prof-specialty,White,Male,0,0,40,United-States,0
19,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,16,United-States,0
36,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1
40,Private,Assoc-acdm,Divorced,Adm-clerical,White,Female,0,0,40,United-States,0
90,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,0
56,Private,HS-grad,Widowed,Adm-clerical,Black,Female,0,0,38,United-States,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1
24,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,60,United-States,0
27,Self-emp-inc,9th,Never-married,Craft-repair,White,Male,0,0,40,United-States,0
26,Private,HS-grad,Never-married,Other-service,Black,Female,0,0,40,United-States,0
21,Private,Some-college,Never-married,Other-service,White,Male,0,0,40,United-States,0
36,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,0,0,50,United-States,0
54,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,0
67,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,20051,0,25,United-States,1
18,Private,Some-college,Never-married,Adm-clerical,White,Male,0,0,40,United-States,0
25,Private,Bachelors,Never-married,Exec-managerial,White,Male,0,0,45,United-States,0
21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,3325,0,60,United-States,0
26,Private,Assoc-voc,Never-married,Other-service,White,Female,0,0,40,United-States,0
53,Private,Assoc-voc,Divorced,Prof-specialty,White,Female,0,0,40,United-States,0
30,Private,Some-college,Married-civ-spouse,Exec-managerial,Black,Male,0,0,99,United-States,0
20,?,Some-college,Never-married,?,White,Female,0,0,35,United-States,0
30,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,1887,48,United-States,1
24,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,0
34,?,HS-grad,Separated,?,White,Female,0,0,8,United-States,0
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,1
37,Private,Some-college,Married-civ-spouse,Tech-support,White,Female,5013,0,40,United-States,0
36,Private,Assoc-voc,Divorced,Craft-repair,White,Male,0,0,38,United-States,0
66,?,11th,Widowed,?,Black,Female,0,0,40,United-States,0
40,Private,Assoc-voc,Divorced,Adm-clerical,White,Female,0,0,50,United-States,0
22,Private,HS-grad,Never-married,Other-service,White,Female,0,0,19,United-States,0
34,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,50,United-States,0
52,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,8,United-States,0
43,Local-gov,Masters,Divorced,Prof-specialty,White,Female,0,0,40,United-States,0
29,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,45,United-States,1
36,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,0
58,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,65,United-States,1
36,?,HS-grad,Married-spouse-absent,?,Black,Male,0,0,50,United-States,0
29,Private,HS-grad,Never-married,Other-service,Black,Female,0,0,40,Japan,0
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,0
70,Private,10th,Widowed,Craft-repair,White,Male,0,0,45,United-States,0
36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Canada,1
22,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,United-States,0
36,Private,Assoc-acdm,Divorced,Tech-support,White,Female,0,0,60,United-States,0
32,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,1
17,Private,10th,Never-married,Other-service,White,Male,0,0,40,United-States,0
30,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0
51,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,4386,0,40,United-States,1
32,Private,Assoc-acdm,Never-married,Prof-specialty,White,Male,0,0,40,?,0
44,Private,Some-college,Divorced,Sales,White,Male,0,0,40,United-States,0
64,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,7688,0,60,Canada,1
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,0
52,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,55,United-States,1
41,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0
24,Private,HS-grad,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,United-States,0
52,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,White,Male,0,0,5,United-States,0
32,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,1
19,Private,HS-grad,Never-married,Other-service,White,Female,34095,0,20,United-States,0
44,Private,Some-college,Separated,Machine-op-inspct,Black,Male,0,0,40,United-States,0
18,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Male,0,0,16,United-States,0
30,State-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1
34,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Male,3908,0,45,United-States,0
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,56,United-States,1
50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,1
19,Private,HS-grad,Never-married,Other-service,White,Male,0,0,24,United-States,0
28,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,United-States,0
35,Private,10th,Divorced,Craft-repair,White,Male,0,0,60,United-States,0
59,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,White,Male,0,0,70,United-States,0
29,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,0,0,6,United-States,0
46,State-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,0
29,Private,Assoc-voc,Never-married,Other-service,Black,Male,0,0,40,United-States,0
31,Private,HS-grad,Never-married,Sales,Asian-Pac-Islander,Female,0,0,40,United-States,0
25,Private,Bachelors,Never-married,Sales,White,Female,0,0,40,United-States,0
55,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1
52,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,1
42,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Male,0,0,60,United-States,1
43,Private,Some-college,Divorced,Tech-support,White,Female,0,0,50,United-States,0
23,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,0,0,40,United-States,0
27,?,Bachelors,Married-civ-spouse,?,Black,Female,0,0,35,?,1
49,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1
49,Private,HS-grad,Divorced,Other-service,Black,Female,0,0,40,United-States,0
49,Private,HS-grad,Divorced,Craft-repair,White,Male,0,1669,40,United-States,0
49,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,43,United-States,1
24,Private,Assoc-acdm,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,0
22,Private,HS-grad,Married-spouse-absent,Sales,White,Male,0,0,55,United-States,0
30,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,50,United-States,0
64,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,0
35,Private,12th,Separated,Other-service,White,Female,0,0,30,United-States,0
59,Federal-gov,10th,Divorced,Other-service,White,Female,0,0,37,United-States,0
23,?,Some-college,Never-married,?,White,Female,0,0,25,United-States,0
30,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,United-States,0
56,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,20,United-States,1
51,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,United-States,0
25,Private,HS-grad,Never-married,Sales,White,Female,0,0,40,United-States,0
44,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1
27,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,48,United-States,0
26,Private,Masters,Never-married,Exec-managerial,White,Male,0,0,32,United-States,0
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,Black,Male,0,0,45,United-States,0
36,Private,10th,Divorced,Sales,White,Male,0,0,40,United-States,0
29,Private,Some-college,Never-married,Prof-specialty,White,Male,0,0,45,United-States,0
23,Local-gov,Some-college,Never-married,Adm-clerical,White,Male,0,0,30,United-States,0
58,Private,10th,Married-civ-spouse,Craft-repair,White,Male,5178,0,40,United-States,1
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1
39,Federal-gov,Bachelors,Never-married,Adm-clerical,White,Male,0,1741,40,United-States,0
33,?,11th,Never-married,?,White,Female,0,0,40,United-States,0
29,Private,HS-grad,Married-civ-spouse,Transport-moving,Other,Male,0,0,55,United-States,0
31,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,0,0,97,United-States,1
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0
57,Private,1st-4th,Divorced,Craft-repair,White,Male,0,0,40,Portugal,0
35,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,50,United-States,1
39,Private,HS-grad,Never-married,Sales,Black,Female,0,0,40,United-States,0
54,Private,Some-college,Divorced,Other-service,White,Female,0,0,47,United-States,0
47,Private,HS-grad,Never-married,Tech-support,White,Male,0,0,50,United-States,0
50,Local-gov,Some-college,Separated,Other-service,Black,Female,0,0,28,United-States,0
23,Private,9th,Never-married,Transport-moving,White,Male,0,0,40,United-States,0
30,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,0,0,8,United-States,0
42,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1
19,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,0
24,Private,Some-college,Never-married,Other-service,White,Male,0,0,35,United-States,0
62,Private,7th-8th,Widowed,Machine-op-inspct,White,Female,0,0,40,United-States,0
42,Private,HS-grad,Never-married,Adm-clerical,Black,Female,0,0,35,?,0
40,Private,Bachelors,Married-civ-spouse,Other-service,White,Female,0,0,40,Puerto-Rico,0
41,Private,HS-grad,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,0,0,45,United-States,0
51,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,White,Male,0,0,42,United-States,0
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,35,United-States,0
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,1977,50,United-States,1
49,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,40,United-States,0
39,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,0
61,Private,HS-grad,Divorced,Other-service,Black,Female,0,0,40,United-States,0
27,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,United-States,0
22,Private,Some-college,Never-married,Sales,White,Female,0,0,40,United-States,0
42,Private,HS-grad,Divorced,Prof-specialty,White,Female,0,0,45,United-States,0
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,4386,0,60,United-States,0
21,?,HS-grad,Never-married,?,Asian-Pac-Islander,Female,0,0,24,United-States,0
36,Private,HS-grad,Divorced,Adm-clerical,Black,Female,0,0,40,?,0
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,United-States,1
21,Private,Some-college,Never-married,Sales,White,Female,0,0,20,United-States,0
40,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Male,0,0,55,United-States,1
69,?,HS-grad,Married-civ-spouse,?,White,Male,0,0,8,United-States,0
29,Private,HS-grad,Never-married,Sales,Black,Female,0,1138,40,United-States,0
48,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,0
20,Private,HS-grad,Never-married,Sales,White,Female,0,0,35,United-States,0
55,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,?,1
72,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,2246,28,United-States,1
51,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,0
27,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,5178,0,40,United-States,1
23,?,Some-college,Never-married,?,White,Female,0,0,35,United-States,0
22,Private,HS-grad,Never-married,Craft-repair,White,Female,0,0,36,Mexico,0
22,Private,11th,Never-married,Sales,White,Female,0,0,40,United-States,0
25,Self-emp-not-inc,HS-grad,Never-married,Other-service,White,Male,0,0,32,United-States,0
29,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Ecuador,0
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,United-States,1
37,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,0
19,Private,11th,Never-married,Machine-op-inspct,White,Male,0,0,10,United-States,0
22,Private,Some-college,Never-married,Exec-managerial,White,Male,0,0,35,United-States,0
39,Private,Masters,Never-married,Exec-managerial,White,Female,0,0,45,United-States,0
37,Private,Bachelors,Never-married,Prof-specialty,White,Male,10520,0,40,United-States,1
38,Private,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,40,United-States,1
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,5,?,0
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,?,0
44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,3103,0,40,United-States,1
42,Private,HS-grad,Divorced,Craft-repair,White,Female,0,0,40,United-States,0
39,Private,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,15024,0,47,United-States,1
38,Private,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,0
49,Private,Some-college,Widowed,Exec-managerial,White,Female,0,0,40,United-States,1
26,Private,Assoc-voc,Divorced,Sales,White,Female,594,0,35,United-States,0
23,Private,HS-grad,Never-married,Sales,White,Male,0,0,55,United-States,0
36,Private,Masters,Married-civ-spouse,Adm-clerical,White,Male,0,1977,40,Japan,1
20,Private,Some-college,Never-married,Other-service,White,Female,0,0,20,United-States,0
24,Private,Preschool,Never-married,Farming-fishing,White,Male,0,0,36,Mexico,0
47,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,United-States,1
36,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,1
18,Private,11th,Never-married,Sales,Black,Female,0,1602,20,United-States,0
32,Private,1st-4th,Never-married,Farming-fishing,Other,Male,0,0,50,Mexico,0
53,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,60,United-States,0
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,0,0,38,United-States,0
20,Private,Some-college,Never-married,Handlers-cleaners,White,Female,0,0,6,United-States,0
28,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,0,0,50,United-States,0
44,Federal-gov,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,United-States,0
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1
41,Private,9th,Married-civ-spouse,Transport-moving,White,Male,0,0,35,United-States,0
23,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,White,Female,0,0,40,Guatemala,0
58,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1
44,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,52,United-States,1
31,Private,HS-grad,Widowed,Craft-repair,White,Female,0,0,40,United-States,0
37,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Black,Male,0,0,40,United-States,1
58,Self-emp-not-inc,Bachelors,Divorced,Other-service,White,Female,0,0,20,United-States,0
26,Private,Masters,Never-married,Exec-managerial,White,Female,0,0,30,United-States,0
22,Private,5th-6th,Never-married,Handlers-cleaners,White,Male,0,0,40,Mexico,0
38,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,1
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,1
25,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,United-States,0
27,Private,9th,Never-married,Farming-fishing,White,Male,0,0,40,United-States,0
42,Private,Bachelors,Divorced,Exec-managerial,White,Female,0,0,40,United-States,0
17,Private,9th,Never-married,Craft-repair,White,Female,0,0,16,United-States,0
30,Private,HS-grad,Never-married,Other-service,Black,Male,0,0,40,?,0
44,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Black,Female,0,1741,40,United-States,0
23,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,5,United-States,0
32,Private,11th,Divorced,Other-service,White,Female,0,0,15,United-States,0
43,?,HS-grad,Divorced,?,White,Female,0,0,40,United-States,0
44,Self-emp-not-inc,Some-college,Divorced,Other-service,White,Male,0,0,40,United-States,0
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,45,United-States,0
23,Private,Bachelors,Never-married,Adm-clerical,White,Male,0,0,40,United-States,0
34,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,45,Jamaica,0
29,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,United-States,0
24,Private,HS-grad,Separated,Machine-op-inspct,Other,Female,0,0,40,United-States,0
54,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,0
22,Private,Some-college,Married-spouse-absent,Sales,Other,Female,0,0,22,Dominican-Republic,0
22,Private,Some-college,Never-married,Protective-serv,Black,Female,0,0,20,United-States,0
51,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1
43,Private,Some-college,Married-civ-spouse,Tech-support,Black,Male,0,0,40,Jamaica,1
24,Private,Some-college,Married-spouse-absent,Adm-clerical,Black,Female,0,0,45,United-States,0
56,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,48,United-States,1
33,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1
34,Private,Some-college,Never-married,Craft-repair,Black,Male,0,0,28,United-States,0
52,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1
48,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1
57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,0
66,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,0
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Columbia,0
61,Private,HS-grad,Divorced,Adm-clerical,Black,Female,0,0,35,United-States,0
41,Private,Some-college,Divorced,Adm-clerical,Black,Female,0,0,40,United-States,0
29,Private,HS-grad,Married-civ-spouse,Farming-fishing,Black,Male,0,0,40,United-States,0
43,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,0
20,Private,Some-college,Never-married,Other-service,White,Female,0,0,20,United-States,0
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Other,Male,3781,0,40,Columbia,0
38,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0
41,Federal-gov,Some-college,Never-married,Protective-serv,White,Male,0,0,40,United-States,0
20,Private,9th,Never-married,Adm-clerical,Black,Female,114,0,20,United-States,0
26,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,0
17,Private,11th,Never-married,Sales,White,Male,0,0,12,United-States,0
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,55,United-States,1
41,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Male,15024,0,60,United-States,1
23,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,United-States,0
50,Private,Masters,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,30,United-States,0
51,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0
47,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1
40,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,Mexico,0
49,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,594,0,10,United-States,0
25,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,30,United-States,0
23,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,40,United-States,0
35,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,1
19,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,30,United-States,0
43,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,45,United-States,1
35,?,HS-grad,Married-civ-spouse,?,White,Female,0,0,25,United-States,0
31,Private,11th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,1
52,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,0
23,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,0
56,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1
29,Private,Assoc-voc,Separated,Craft-repair,White,Male,0,0,40,United-States,0
41,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,United-States,1
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1
33,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,55,United-States,1
61,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,0
52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0
55,Self-emp-not-inc,10th,Married-civ-spouse,Transport-moving,White,Male,0,0,50,United-States,0
41,Private,Some-college,Married-civ-spouse,Tech-support,Black,Male,3137,0,40,United-States,0
37,State-gov,Some-college,Divorced,Prof-specialty,White,Female,0,0,30,United-States,0
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1
42,Private,HS-grad,Divorced,Craft-repair,White,Female,0,0,40,United-States,0
