Index,age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,CF_user,candid,clf,Method_cfe,income
0,23,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,Dominican-Republic,1,u19,RandomForest,random,1
u20,63,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,2580,0,20,United-States,0,u20,RandomForest,random,0
0,63,?,Masters,Married-civ-spouse,Other-service,White,Male,2580,0,20,United-States,1,u20,RandomForest,random,1
0,63,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Male,2580,0,20,United-States,1,u20,RandomForest,random,1
0,63,Private,Masters,Married-civ-spouse,Craft-repair,White,Male,2580,0,20,United-States,1,u20,RandomForest,random,1
0,63,Private,Masters,Married-civ-spouse,Protective-serv,White,Male,2580,0,20,United-States,1,u20,RandomForest,random,1
0,63,Private,Masters,Married-civ-spouse,Other-service,White,Male,2580,0,20,United-States,1,u20,RandomForest,random,1
u21,39,Private,HS-grad,Widowed,Machine-op-inspct,Black,Female,0,0,40,United-States,0,u21,RandomForest,random,0
0,39,Private,Masters,Married-civ-spouse,Exec-managerial,Black,Female,0,0,40,United-States,1,u21,RandomForest,random,1
u22,50,Private,7th-8th,Divorced,Craft-repair,White,Female,0,0,30,United-States,0,u22,RandomForest,random,0
0,50,Private,Doctorate,Married-civ-spouse,Craft-repair,White,Female,0,0,30,United-States,1,u22,RandomForest,random,1
0,50,Local-gov,Doctorate,Married-civ-spouse,Craft-repair,White,Female,0,0,30,United-States,1,u22,RandomForest,random,1
0,50,?,Doctorate,Married-civ-spouse,Craft-repair,White,Female,0,0,30,United-States,1,u22,RandomForest,random,1
0,50,Self-emp-inc,Prof-school,Married-civ-spouse,Craft-repair,White,Female,0,0,30,United-States,1,u22,RandomForest,random,1
u25,39,Private,Bachelors,Divorced,Exec-managerial,White,Female,0,0,48,United-States,0,u25,RandomForest,random,0
0,39,Private,9th,Married-civ-spouse,Exec-managerial,White,Female,0,0,48,United-States,1,u25,RandomForest,random,1
0,39,Private,Doctorate,Married-spouse-absent,Exec-managerial,White,Female,0,0,48,United-States,1,u25,RandomForest,random,1
0,39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,0,0,48,United-States,1,u25,RandomForest,random,1
0,39,Private,Bachelors,Married-AF-spouse,Exec-managerial,White,Female,0,0,48,United-States,1,u25,RandomForest,random,1
u26,26,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,36,United-States,0,u26,RandomForest,random,0
0,26,Private,Masters,Married-civ-spouse,Tech-support,White,Male,0,0,36,United-States,1,u26,RandomForest,random,1
0,26,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,36,United-States,1,u26,RandomForest,random,1
u27,40,Private,Prof-school,Never-married,Exec-managerial,White,Female,0,0,40,Cuba,0,u27,RandomForest,random,0
0,40,Private,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,Cuba,1,u27,RandomForest,random,1
0,40,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,Cuba,1,u27,RandomForest,random,1
0,40,Local-gov,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,Cuba,1,u27,RandomForest,random,1
0,40,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,Cuba,1,u27,RandomForest,random,1
0,40,Without-pay,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,Cuba,1,u27,RandomForest,random,1
u28,30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,0,u28,RandomForest,random,0
0,30,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,1,u28,RandomForest,random,1
0,30,Private,Doctorate,Married-civ-spouse,?,White,Male,0,0,45,United-States,1,u28,RandomForest,random,1
0,30,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,1,u28,RandomForest,random,1
0,30,Private,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,0,0,45,United-States,1,u28,RandomForest,random,1
0,30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,45,United-States,1,u28,RandomForest,random,1
u29,29,Private,HS-grad,Divorced,Farming-fishing,White,Male,0,0,40,United-States,0,u29,RandomForest,random,0
0,29,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,1,u29,RandomForest,random,1
u30,57,Local-gov,HS-grad,Widowed,Transport-moving,White,Female,0,0,40,United-States,0,u30,RandomForest,random,0
0,57,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u30,RandomForest,random,1
0,57,Local-gov,Doctorate,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u30,RandomForest,random,1
0,57,Local-gov,Masters,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u30,RandomForest,random,1
0,57,Local-gov,Prof-school,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u30,RandomForest,random,1
0,57,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u30,RandomForest,random,1
u31,57,Private,Masters,Never-married,Exec-managerial,White,Male,0,0,40,Cuba,0,u31,RandomForest,random,0
0,57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Cuba,1,u31,RandomForest,random,1
0,57,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Cuba,1,u31,RandomForest,random,1
0,57,Private,12th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Cuba,1,u31,RandomForest,random,1
0,57,?,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Cuba,1,u31,RandomForest,random,1
0,57,Private,Masters,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,Cuba,1,u31,RandomForest,random,1
u32,54,?,Preschool,Married-civ-spouse,?,White,Female,0,0,40,Mexico,0,u32,RandomForest,random,0
0,54,Federal-gov,Prof-school,Married-civ-spouse,?,White,Female,0,0,40,Mexico,1,u32,RandomForest,random,1
0,54,Self-emp-inc,Preschool,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,Mexico,1,u32,RandomForest,random,1
0,54,Local-gov,Prof-school,Married-civ-spouse,?,White,Female,0,0,40,Mexico,1,u32,RandomForest,random,1
0,54,Self-emp-inc,Doctorate,Married-civ-spouse,?,White,Female,0,0,40,Mexico,1,u32,RandomForest,random,1
u33,68,Private,11th,Divorced,Transport-moving,White,Male,0,0,70,United-States,0,u33,RandomForest,random,0
0,68,?,Doctorate,Divorced,Exec-managerial,White,Male,0,0,70,United-States,1,u33,RandomForest,random,1
0,68,Self-emp-not-inc,11th,Married-civ-spouse,Sales,White,Male,0,0,70,United-States,1,u33,RandomForest,random,1
0,68,Private,Assoc-acdm,Widowed,Sales,White,Male,0,0,70,United-States,1,u33,RandomForest,random,1
0,68,Local-gov,11th,Married-civ-spouse,Exec-managerial,White,Male,0,0,70,United-States,1,u33,RandomForest,random,1
0,68,Federal-gov,11th,Married-civ-spouse,Sales,White,Male,0,0,70,United-States,1,u33,RandomForest,random,1
u37,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,12,?,0,u37,RandomForest,random,0
0,50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,12,?,1,u37,RandomForest,random,1
0,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Tech-support,White,Female,0,0,12,?,1,u37,RandomForest,random,1
0,50,Local-gov,Doctorate,Married-civ-spouse,Other-service,White,Female,0,0,12,?,1,u37,RandomForest,random,1
u38,32,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,0,u38,RandomForest,random,0
0,32,Local-gov,Doctorate,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u38,RandomForest,random,1
0,32,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u38,RandomForest,random,1
0,32,Private,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u38,RandomForest,random,1
0,32,Private,Doctorate,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u38,RandomForest,random,1
0,32,Federal-gov,Doctorate,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u38,RandomForest,random,1
u39,22,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0,u39,RandomForest,random,0
0,22,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u39,RandomForest,random,1
0,22,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u39,RandomForest,random,1
0,22,Private,Masters,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u39,RandomForest,random,1
0,22,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u39,RandomForest,random,1
0,22,Local-gov,Prof-school,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u39,RandomForest,random,1
u42,35,Private,11th,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,0,u42,RandomForest,random,0
0,35,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u42,RandomForest,random,1
0,35,Private,Masters,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u42,RandomForest,random,1
0,35,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u42,RandomForest,random,1
0,35,Local-gov,Masters,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u42,RandomForest,random,1
u45,22,?,Some-college,Never-married,?,White,Male,0,0,40,United-States,0,u45,RandomForest,random,0
0,22,?,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u45,RandomForest,random,1
0,22,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u45,RandomForest,random,1
u47,55,Private,Bachelors,Widowed,Farming-fishing,Asian-Pac-Islander,Male,0,0,40,United-States,0,u47,RandomForest,random,0
0,55,Private,Doctorate,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,0,0,40,United-States,1,u47,RandomForest,random,1
0,55,Private,Masters,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,0,0,40,United-States,1,u47,RandomForest,random,1
0,55,Private,Bachelors,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,0,0,40,United-States,1,u47,RandomForest,random,1
0,55,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,0,0,40,United-States,1,u47,RandomForest,random,1
0,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,United-States,1,u47,RandomForest,random,1
u49,28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,White,Male,0,0,60,United-States,0,u49,RandomForest,random,0
0,28,Without-pay,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,1,u49,RandomForest,random,1
0,28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,1,u49,RandomForest,random,1
0,28,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,1,u49,RandomForest,random,1
0,28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,60,United-States,1,u49,RandomForest,random,1
0,28,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,1,u49,RandomForest,random,1
u50,27,Private,Assoc-voc,Never-married,Sales,White,Male,0,0,50,United-States,0,u50,RandomForest,random,0
0,27,Federal-gov,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,1,u50,RandomForest,random,1
0,27,Local-gov,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,1,u50,RandomForest,random,1
0,27,Private,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,1,u50,RandomForest,random,1
0,27,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,1,u50,RandomForest,random,1
u51,41,Private,HS-grad,Divorced,Tech-support,White,Female,0,0,40,United-States,0,u51,RandomForest,random,0
0,41,Federal-gov,Prof-school,Married-civ-spouse,Tech-support,White,Female,0,0,40,United-States,1,u51,RandomForest,random,1
0,41,Private,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u51,RandomForest,random,1
u53,63,Private,Some-college,Divorced,Other-service,White,Male,0,0,40,United-States,0,u53,RandomForest,random,0
0,63,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u53,RandomForest,random,1
0,63,Private,7th-8th,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u53,RandomForest,random,1
0,63,Private,Masters,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u53,RandomForest,random,1
0,63,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u53,RandomForest,random,1
0,63,Without-pay,Masters,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,1,u53,RandomForest,random,1
u54,41,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,White,Male,0,0,20,United-States,0,u54,RandomForest,random,0
0,41,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,White,Male,0,0,20,United-States,1,u54,RandomForest,random,1
u56,45,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,White,Female,0,0,40,United-States,0,u56,RandomForest,random,0
0,45,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u56,RandomForest,random,1
0,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u56,RandomForest,random,1
0,45,Self-emp-not-inc,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u56,RandomForest,random,1
0,45,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u56,RandomForest,random,1
u58,31,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,55,United-States,0,u58,RandomForest,random,0
0,31,Private,Doctorate,Married-civ-spouse,Tech-support,White,Male,0,0,55,United-States,1,u58,RandomForest,random,1
0,31,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,55,United-States,1,u58,RandomForest,random,1
0,31,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,55,United-States,1,u58,RandomForest,random,1
0,31,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,0,0,55,United-States,1,u58,RandomForest,random,1
0,31,Private,Doctorate,Married-civ-spouse,?,White,Male,0,0,55,United-States,1,u58,RandomForest,random,1
u59,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,0,u59,RandomForest,random,0
0,45,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u59,RandomForest,random,1
0,45,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u59,RandomForest,random,1
0,45,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u59,RandomForest,random,1
0,45,?,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u59,RandomForest,random,1
0,45,Private,12th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u59,RandomForest,random,1
u60,27,Private,Bachelors,Never-married,Sales,White,Male,0,0,35,United-States,0,u60,RandomForest,random,0
0,27,Without-pay,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,35,United-States,1,u60,RandomForest,random,1
0,27,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,35,United-States,1,u60,RandomForest,random,1
0,27,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,35,United-States,1,u60,RandomForest,random,1
u64,35,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,0,u64,RandomForest,random,0
0,35,Private,11th,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u64,RandomForest,random,1
0,35,Private,Masters,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u64,RandomForest,random,1
0,35,Private,Masters,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u64,RandomForest,random,1
0,35,Private,Doctorate,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u64,RandomForest,random,1
u65,67,Federal-gov,HS-grad,Widowed,Other-service,White,Male,0,0,40,United-States,0,u65,RandomForest,random,0
0,67,Federal-gov,Masters,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,1,u65,RandomForest,random,1
0,67,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u65,RandomForest,random,1
0,67,Federal-gov,Masters,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,1,u65,RandomForest,random,1
0,67,Federal-gov,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u65,RandomForest,random,1
0,67,Federal-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,1,u65,RandomForest,random,1
u66,35,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,62,United-States,0,u66,RandomForest,random,0
0,35,State-gov,5th-6th,Married-civ-spouse,Sales,White,Male,0,0,62,United-States,1,u66,RandomForest,random,1
0,35,Self-emp-inc,Preschool,Married-civ-spouse,Sales,White,Male,0,0,62,United-States,1,u66,RandomForest,random,1
0,35,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,62,United-States,1,u66,RandomForest,random,1
0,35,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,White,Male,0,0,62,United-States,1,u66,RandomForest,random,1
0,35,Self-emp-inc,10th,Married-civ-spouse,Tech-support,White,Male,0,0,62,United-States,1,u66,RandomForest,random,1
u69,58,Private,7th-8th,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,0,u69,RandomForest,random,0
0,58,Private,Masters,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u69,RandomForest,random,1
0,58,Private,Prof-school,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u69,RandomForest,random,1
0,58,Private,7th-8th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u69,RandomForest,random,1
0,58,Self-emp-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u69,RandomForest,random,1
u71,72,Private,HS-grad,Widowed,Other-service,White,Female,0,0,16,United-States,0,u71,RandomForest,random,0
0,72,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,White,Female,0,0,16,United-States,1,u71,RandomForest,random,1
0,72,Local-gov,Masters,Married-civ-spouse,Other-service,White,Female,0,0,16,United-States,1,u71,RandomForest,random,1
0,72,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,White,Female,0,0,16,United-States,1,u71,RandomForest,random,1
0,72,Private,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,16,United-States,1,u71,RandomForest,random,1
u74,55,Private,HS-grad,Separated,Handlers-cleaners,White,Male,0,0,40,United-States,0,u74,RandomForest,random,0
0,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u74,RandomForest,random,1
0,55,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,1,u74,RandomForest,random,1
0,55,?,Prof-school,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,1,u74,RandomForest,random,1
0,55,?,Doctorate,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u74,RandomForest,random,1
0,55,Federal-gov,Masters,Married-civ-spouse,?,White,Male,0,0,40,United-States,1,u74,RandomForest,random,1
u75,34,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,0,u75,RandomForest,random,0
0,34,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u75,RandomForest,random,1
0,34,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u75,RandomForest,random,1
0,34,Private,Doctorate,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u75,RandomForest,random,1
0,34,Private,Masters,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u75,RandomForest,random,1
0,34,Private,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u75,RandomForest,random,1
u76,66,Private,HS-grad,Never-married,Transport-moving,White,Male,2050,0,55,United-States,0,u76,RandomForest,random,0
0,66,Private,Doctorate,Married-civ-spouse,Transport-moving,White,Male,2050,0,55,United-States,1,u76,RandomForest,random,1
