age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,CF_user,candid,clf,Method_cfe,income
67,Self-emp-not-inc,Bachelors,Married-civ-spouse,?,White,Male,2414,0,40,United-States,1,u29,LogisticRegressionCV,random,1
67,?,Prof-school,Married-civ-spouse,Priv-house-serv,White,Male,2414,0,40,United-States,1,u29,LogisticRegressionCV,random,1
67,?,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,2414,0,40,United-States,1,u29,LogisticRegressionCV,random,1
70,?,HS-grad,Widowed,?,White,Female,2009,0,40,United-States,0,u30,LogisticRegressionCV,random,0
70,Never-worked,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,2009,0,40,United-States,1,u30,LogisticRegressionCV,random,1
70,Private,Prof-school,Married-civ-spouse,?,White,Female,2009,0,40,United-States,1,u30,LogisticRegressionCV,random,1
70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,2009,0,40,United-States,1,u30,LogisticRegressionCV,random,1
70,Federal-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Female,2009,0,40,United-States,1,u30,LogisticRegressionCV,random,1
70,Self-emp-inc,HS-grad,Married-civ-spouse,Priv-house-serv,White,Female,2009,0,40,United-States,1,u30,LogisticRegressionCV,random,1
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,?,0,u31,LogisticRegressionCV,random,0
32,Private,Doctorate,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,?,1,u31,LogisticRegressionCV,random,1
32,Federal-gov,Prof-school,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,?,1,u31,LogisticRegressionCV,random,1
32,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,?,1,u31,LogisticRegressionCV,random,1
32,Federal-gov,Doctorate,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,?,1,u31,LogisticRegressionCV,random,1
32,Self-emp-not-inc,Doctorate,Married-civ-spouse,Protective-serv,Black,Male,0,0,40,?,1,u31,LogisticRegressionCV,random,1
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,52,United-States,0,u32,LogisticRegressionCV,random,0
36,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,52,United-States,1,u32,LogisticRegressionCV,random,1
36,Self-emp-not-inc,Prof-school,Married-civ-spouse,Transport-moving,White,Male,0,0,52,United-States,1,u32,LogisticRegressionCV,random,1
36,Self-emp-not-inc,Doctorate,Married-civ-spouse,Protective-serv,White,Male,0,0,52,United-States,1,u32,LogisticRegressionCV,random,1
36,Self-emp-not-inc,5th-6th,Married-civ-spouse,Prof-specialty,White,Male,0,0,52,United-States,1,u32,LogisticRegressionCV,random,1
36,Private,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0,0,52,United-States,1,u32,LogisticRegressionCV,random,1
30,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,45,United-States,0,u33,LogisticRegressionCV,random,0
30,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,1,u33,LogisticRegressionCV,random,1
30,Private,Prof-school,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,1,u33,LogisticRegressionCV,random,1
30,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,1,u33,LogisticRegressionCV,random,1
30,Self-emp-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,1,u33,LogisticRegressionCV,random,1
30,Private,Doctorate,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,1,u33,LogisticRegressionCV,random,1
52,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,0,u34,LogisticRegressionCV,random,0
52,Private,12th,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,1,u34,LogisticRegressionCV,random,0
52,Self-emp-inc,7th-8th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u34,LogisticRegressionCV,random,0
52,Private,Assoc-acdm,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u34,LogisticRegressionCV,random,0
52,Private,Masters,Widowed,Transport-moving,White,Male,0,0,40,United-States,1,u34,LogisticRegressionCV,random,0
52,?,Masters,Married-civ-spouse,?,White,Male,0,0,40,United-States,1,u34,LogisticRegressionCV,random,0
64,Private,11th,Married-civ-spouse,Craft-repair,White,Male,0,2179,40,United-States,0,u35,LogisticRegressionCV,random,0
64,Private,Masters,Divorced,Craft-repair,White,Male,0,2179,40,United-States,1,u35,LogisticRegressionCV,random,0
64,Private,Bachelors,Never-married,Craft-repair,White,Male,0,2179,40,United-States,1,u35,LogisticRegressionCV,random,0
64,Private,11th,Divorced,Tech-support,White,Male,0,2179,40,United-States,1,u35,LogisticRegressionCV,random,0
64,Self-emp-inc,11th,Separated,Craft-repair,White,Male,0,2179,40,United-States,1,u35,LogisticRegressionCV,random,0
64,Private,1st-4th,Widowed,Craft-repair,White,Male,0,2179,40,United-States,1,u35,LogisticRegressionCV,random,0
19,Private,Some-college,Never-married,Sales,White,Male,0,0,15,United-States,0,u36,LogisticRegressionCV,random,0
19,Federal-gov,Some-college,Married-civ-spouse,Sales,White,Male,0,0,15,United-States,1,u36,LogisticRegressionCV,random,1
19,Private,Masters,Married-civ-spouse,Sales,White,Male,0,0,15,United-States,1,u36,LogisticRegressionCV,random,1
19,Private,Doctorate,Married-civ-spouse,Sales,White,Male,0,0,15,United-States,1,u36,LogisticRegressionCV,random,1
