age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
55,Private,10th,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,0
35,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,0
20,Private,Some-college,Never-married,Sales,White,Male,1055,0,20,United-States,0
62,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,0
59,Private,HS-grad,Widowed,Other-service,White,Female,0,0,10,United-States,0
18,Private,10th,Never-married,Other-service,White,Female,0,0,28,United-States,0
42,Private,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,1902,55,India,1
21,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,35,United-States,0
35,Private,HS-grad,Never-married,Sales,White,Male,0,0,25,United-States,0
22,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,41,United-States,0
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,0,0,70,United-States,0
41,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,38,United-States,0
33,Local-gov,Bachelors,Never-married,Adm-clerical,White,Female,1055,0,40,United-States,0
29,Private,HS-grad,Never-married,Transport-moving,White,Female,0,0,45,United-States,0
46,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1
43,Local-gov,Some-college,Divorced,Protective-serv,White,Female,0,0,40,United-States,0
66,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,2290,0,30,Hungary,0
31,Private,Some-college,Married-civ-spouse,Other-service,White,Female,0,0,40,United-States,0
40,Local-gov,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,United-States,0
25,Private,Some-college,Never-married,Tech-support,White,Female,0,0,40,United-States,0
46,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,44,United-States,0
26,Local-gov,HS-grad,Never-married,Other-service,White,Male,0,0,16,United-States,0
68,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Ireland,1
34,Local-gov,Masters,Widowed,Prof-specialty,White,Female,0,0,40,United-States,0
23,Private,7th-8th,Never-married,Other-service,White,Male,0,0,25,Mexico,0
62,?,Bachelors,Married-civ-spouse,?,White,Male,0,0,4,United-States,0
31,Self-emp-inc,Bachelors,Never-married,Prof-specialty,White,Male,0,0,45,United-States,1
55,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,White,Male,0,0,35,United-States,0
31,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,0,0,45,United-States,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1
30,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,0
22,Private,Assoc-acdm,Never-married,Exec-managerial,White,Male,0,0,55,United-States,0
41,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,0,0,54,United-States,1
32,Private,Some-college,Divorced,Sales,White,Female,0,0,55,United-States,0
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,7688,0,45,United-States,1
32,Private,Some-college,Never-married,Sales,White,Male,0,0,50,United-States,0
35,Private,Masters,Never-married,Prof-specialty,White,Male,0,0,44,United-States,1
31,Private,Bachelors,Never-married,Exec-managerial,White,Female,0,1564,60,United-States,1
30,Private,Prof-school,Divorced,Prof-specialty,White,Male,10520,0,50,United-States,1
59,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,15024,0,40,United-States,1
25,Federal-gov,HS-grad,Never-married,Adm-clerical,Black,Male,0,0,40,United-States,0
56,Self-emp-not-inc,HS-grad,Divorced,Other-service,White,Male,0,0,50,United-States,0
28,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,0,0,30,United-States,0
22,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,20,United-States,0
32,Private,Some-college,Never-married,Exec-managerial,Black,Female,0,0,35,United-States,0
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,20,Canada,1
22,Private,Some-college,Never-married,Other-service,White,Male,3325,0,40,United-States,0
21,Private,Some-college,Never-married,Other-service,White,Female,0,0,30,United-States,0
56,Private,HS-grad,Separated,Craft-repair,White,Female,0,0,40,United-States,0
25,Private,Assoc-acdm,Never-married,Craft-repair,White,Male,0,0,30,United-States,0
25,Local-gov,Some-college,Never-married,Adm-clerical,Black,Female,0,0,35,United-States,0
26,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,0
24,?,HS-grad,Separated,?,Black,Female,0,0,37,United-States,0
52,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,0,0,45,United-States,0
27,Private,Bachelors,Never-married,Sales,White,Male,0,0,45,United-States,0
27,Local-gov,Assoc-voc,Never-married,Protective-serv,White,Male,0,0,56,United-States,0
29,Private,Some-college,Never-married,Other-service,Black,Female,0,0,30,Jamaica,0
47,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,1977,60,United-States,1
24,Local-gov,Some-college,Never-married,Protective-serv,White,Male,0,0,40,United-States,0
39,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0
52,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,8,United-States,0
53,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,60,United-States,0
60,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,0
45,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,?,1
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,?,0
54,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,99999,0,50,Philippines,1
36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,7298,0,44,United-States,1
37,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,1
54,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,0
29,Private,Bachelors,Never-married,Sales,White,Female,13550,0,35,United-States,1
38,Local-gov,Masters,Never-married,Prof-specialty,White,Male,0,0,43,United-States,0
38,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,0
20,Private,Assoc-acdm,Never-married,Exec-managerial,White,Female,0,0,40,United-States,0
45,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,1902,40,United-States,1
29,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,0
19,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,45,United-States,0
35,Private,Assoc-voc,Never-married,Transport-moving,White,Male,0,0,40,United-States,0
51,Private,Assoc-acdm,Separated,Other-service,Black,Female,0,0,40,United-States,0
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,45,United-States,0
